Stazione,Descrizione,Inquinante,Data,Media_Giornaliera,Ore_Disponibili,latitude,longitude
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-01,9.095833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-02,13.149999999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-03,17.858333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-05,31.09583333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-07,22.120833333333337,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-10,29.508333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-16,61.658333333333324,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-17,24.108333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-21,20.141666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-04-23,33.60416666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-02,32.625,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-07,20.679166666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-09,20.183333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-10,19.23333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-13,17.795833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-15,17.208333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-16,12.954166666666671,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-17,13.829166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-18,16.0125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-19,22.745833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-20,29.17916666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-21,24.233333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-24,11.129166666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-25,12.058333333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-28,20.41666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-05-30,9.383333333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-01,19.72083333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-02,18.904166666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-08,52.320833333333326,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-11,58.79583333333332,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-13,65.2625,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-16,55.966666666666676,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-21,34.94583333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-23,38.26666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-24,36.79583333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-25,35.69166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-26,41.45416666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-27,42.68333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-29,17.066666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-06-30,26.09583333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-01,40.87083333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-03,46.81249999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-04,62.65416666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-05,48.787499999999994,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-06,28.4375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-07,21.3875,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-12,23.879166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-13,19.325,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-14,33.1375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-16,35.525,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-17,32.3375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-19,40.833333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-20,27.700000000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-21,41.708333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-22,37.9,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-23,34.85416666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-24,38.15,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-07-29,15.325000000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-07,27.820833333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-08,40.229166666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-11,84.54736842105265,19,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-12,36.336363636363636,11,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-15,22.125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-16,28.429166666666674,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-18,27.375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-22,21.920833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-24,19.05,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-28,39.77916666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-29,60.1,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-30,18.95,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-08-31,15.829166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-01,17.8375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-02,24.6125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-04,25.220833333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-06,20.487500000000004,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-09,36.48333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-10,50.25,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-12,22.30416666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-15,19.108333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-18,21.883333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,PM10,2025-09-20,16.64166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-01,184.51250000000002,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-02,57.887499999999996,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-03,16.558333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-04,11.625,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-05,26.28333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-06,21.866666666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-07,18.916666666666668,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-08,24.075,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-09,18.51666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-10,23.054166666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-11,16.545833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-12,2.733333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-13,3.933333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-14,6.683333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-15,8.429166666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-16,8.5,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-17,8.666666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-18,5.629166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-19,9.949999999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-20,16.508333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-21,22.945833333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-22,24.85833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-23,23.02916666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-24,27.416666666666675,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-25,38.37083333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-26,40.195833333333326,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-27,24.662499999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-28,16.974999999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-29,19.045833333333338,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-30,28.349999999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-01-31,28.958333333333325,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-01,42.449999999999996,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-02,12.050000000000002,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-03,7.304166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-04,11.52083333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-05,11.825000000000001,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-06,13.654166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-07,16.35833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-08,18.45416666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-09,19.716666666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-10,18.083333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-11,25.8625,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-12,30.2625,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-13,38.67916666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-14,23.658333333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-15,5.820833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-16,8.354166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-17,15.224999999999996,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-18,18.07916666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-19,12.495833333333337,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-20,14.016666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-21,17.854166666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-22,25.841666666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-23,18.162499999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-24,26.441666666666663,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-25,16.162500000000005,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-26,10.9,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-27,11.375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-02-28,17.599999999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-01,17.01666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-02,5.545833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-03,6.829166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-04,9.479166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-05,16.087500000000002,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-06,30.09583333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-07,26.716666666666672,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-08,22.754166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-09,26.34999999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-10,24.125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-11,20.383333333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-12,19.695833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-13,10.029166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-14,19.879166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-15,36.79583333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-16,7.349999999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-17,8.795833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-18,6.166666666666668,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-19,9.941666666666668,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-21,18.56666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-22,26.77499999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-23,25.299999999999997,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-24,31.120833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-25,23.312500000000004,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-26,15.808333333333337,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-28,11.387500000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-30,8.173913043478262,23,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-03-31,4.8999999999999995,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-01,3.416666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-02,5.904166666666668,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-03,9.541666666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-05,16.2375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-07,6.291666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-10,14.720833333333337,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-16,20.995833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-17,8.937499999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-21,8.75,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-04-23,16.620833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-02,17.395833333333336,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-07,8.837499999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-09,7.674999999999998,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-10,8.320833333333331,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-13,7.983333333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-15,9.8375,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-16,3.5291666666666663,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-17,4.291666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-18,7.437500000000001,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-19,9.708333333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-20,12.179166666666665,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-21,10.783333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-24,4.216666666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-25,4.820833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-28,8.520833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-05-30,2.5,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-01,8.595833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-02,8.775000000000002,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-08,19.950000000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-11,28.233333333333324,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-13,37.18333333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-16,33.291666666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-21,19.154166666666658,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-23,17.84583333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-24,18.7125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-25,16.770833333333332,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-26,17.387500000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-27,17.55833333333334,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-29,7.95,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-06-30,9.7125,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-01,14.008333333333331,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-03,19.554166666666664,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-04,29.650000000000006,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-05,24.995833333333337,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-06,14.37083333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-07,10.437500000000002,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-12,8.883333333333335,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-13,7.774999999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-14,12.820833333333333,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-16,17.583333333333332,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-17,16.504166666666666,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-19,15.837499999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-20,14.529166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-21,19.137499999999996,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-22,15.566666666666668,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-23,12.037500000000003,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-24,12.94166666666667,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-07-29,6.233333333333332,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-08-07,11.774999999999999,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-08-08,15.983333333333329,24,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-08-11,30.40526315789474,19,40.7402509,14.6724943
IT1488A,CE54 SCUOLA SETTEMBRINI,"PM2,5",2025-08-12,19.081818181818182,11,40.7402509,14.6724943
